120
-1.61803,0.00000,0.00000,0.00000
-1.30902,-0.80902,0.00000,-0.50000
-1.30902,-0.80902,0.00000,0.50000
-1.30902,-0.50000,-0.80902,0.00000
-1.30902,-0.50000,0.80902,0.00000
-1.30902,0.00000,-0.50000,-0.80902
-1.30902,0.00000,-0.50000,0.80902
-1.30902,0.00000,0.50000,-0.80902
-1.30902,0.00000,0.50000,0.80902
-1.30902,0.50000,-0.80902,0.00000
-1.30902,0.50000,0.80902,0.00000
-1.30902,0.80902,0.00000,-0.50000
-1.30902,0.80902,0.00000,0.50000
-0.80902,-1.30902,-0.50000,0.00000
-0.80902,-1.30902,0.50000,0.00000
-0.80902,-0.80902,-0.80902,-0.80902
-0.80902,-0.80902,-0.80902,0.80902
-0.80902,-0.80902,0.80902,-0.80902
-0.80902,-0.80902,0.80902,0.80902
-0.80902,-0.50000,0.00000,-1.30902
-0.80902,-0.50000,0.00000,1.30902
-0.80902,0.00000,-1.30902,-0.50000
-0.80902,0.00000,-1.30902,0.50000
-0.80902,0.00000,1.30902,-0.50000
-0.80902,0.00000,1.30902,0.50000
-0.80902,0.50000,0.00000,-1.30902
-0.80902,0.50000,0.00000,1.30902
-0.80902,0.80902,-0.80902,-0.80902
-0.80902,0.80902,-0.80902,0.80902
-0.80902,0.80902,0.80902,-0.80902
-0.80902,0.80902,0.80902,0.80902
-0.80902,1.30902,-0.50000,0.00000
-0.80902,1.30902,0.50000,0.00000
-0.50000,-1.30902,0.00000,-0.80902
-0.50000,-1.30902,0.00000,0.80902
-0.50000,-0.80902,-1.30902,0.00000
-0.50000,-0.80902,1.30902,0.00000
-0.50000,0.00000,-0.80902,-1.30902
-0.50000,0.00000,-0.80902,1.30902
-0.50000,0.00000,0.80902,-1.30902
-0.50000,0.00000,0.80902,1.30902
-0.50000,0.80902,-1.30902,0.00000
-0.50000,0.80902,1.30902,0.00000
-0.50000,1.30902,0.00000,-0.80902
-0.50000,1.30902,0.00000,0.80902
0.00000,-1.61803,0.00000,0.00000
0.00000,-1.30902,-0.80902,-0.50000
0.00000,-1.30902,-0.80902,0.50000
0.00000,-1.30902,0.80902,-0.50000
0.00000,-1.30902,0.80902,0.50000
0.00000,-0.80902,-0.50000,-1.30902
0.00000,-0.80902,-0.50000,1.30902
0.00000,-0.80902,0.50000,-1.30902
0.00000,-0.80902,0.50000,1.30902
0.00000,-0.50000,-1.30902,-0.80902
0.00000,-0.50000,-1.30902,0.80902
0.00000,-0.50000,1.30902,-0.80902
0.00000,-0.50000,1.30902,0.80902
0.00000,0.00000,-1.61803,0.00000
0.00000,0.00000,0.00000,-1.61803
0.00000,0.00000,0.00000,1.61803
0.00000,0.00000,1.61803,0.00000
0.00000,0.50000,-1.30902,-0.80902
0.00000,0.50000,-1.30902,0.80902
0.00000,0.50000,1.30902,-0.80902
0.00000,0.50000,1.30902,0.80902
0.00000,0.80902,-0.50000,-1.30902
0.00000,0.80902,-0.50000,1.30902
0.00000,0.80902,0.50000,-1.30902
0.00000,0.80902,0.50000,1.30902
0.00000,1.30902,-0.80902,-0.50000
0.00000,1.30902,-0.80902,0.50000
0.00000,1.30902,0.80902,-0.50000
0.00000,1.30902,0.80902,0.50000
0.00000,1.61803,0.00000,0.00000
0.50000,-1.30902,0.00000,-0.80902
0.50000,-1.30902,0.00000,0.80902
0.50000,-0.80902,-1.30902,0.00000
0.50000,-0.80902,1.30902,0.00000
0.50000,0.00000,-0.80902,-1.30902
0.50000,0.00000,-0.80902,1.30902
0.50000,0.00000,0.80902,-1.30902
0.50000,0.00000,0.80902,1.30902
0.50000,0.80902,-1.30902,0.00000
0.50000,0.80902,1.30902,0.00000
0.50000,1.30902,0.00000,-0.80902
0.50000,1.30902,0.00000,0.80902
0.80902,-1.30902,-0.50000,0.00000
0.80902,-1.30902,0.50000,0.00000
0.80902,-0.80902,-0.80902,-0.80902
0.80902,-0.80902,-0.80902,0.80902
0.80902,-0.80902,0.80902,-0.80902
0.80902,-0.80902,0.80902,0.80902
0.80902,-0.50000,0.00000,-1.30902
0.80902,-0.50000,0.00000,1.30902
0.80902,0.00000,-1.30902,-0.50000
0.80902,0.00000,-1.30902,0.50000
0.80902,0.00000,1.30902,-0.50000
0.80902,0.00000,1.30902,0.50000
0.80902,0.50000,0.00000,-1.30902
0.80902,0.50000,0.00000,1.30902
0.80902,0.80902,-0.80902,-0.80902
0.80902,0.80902,-0.80902,0.80902
0.80902,0.80902,0.80902,-0.80902
0.80902,0.80902,0.80902,0.80902
0.80902,1.30902,-0.50000,0.00000
0.80902,1.30902,0.50000,0.00000
1.30902,-0.80902,0.00000,-0.50000
1.30902,-0.80902,0.00000,0.50000
1.30902,-0.50000,-0.80902,0.00000
1.30902,-0.50000,0.80902,0.00000
1.30902,0.00000,-0.50000,-0.80902
1.30902,0.00000,-0.50000,0.80902
1.30902,0.00000,0.50000,-0.80902
1.30902,0.00000,0.50000,0.80902
1.30902,0.50000,-0.80902,0.00000
1.30902,0.50000,0.80902,0.00000
1.30902,0.80902,0.00000,-0.50000
1.30902,0.80902,0.00000,0.50000
1.61803,0.00000,0.00000,0.00000
